アー	aː
ホルスタイン	hoɾɯsɯtaiɴ
ホルストガエル	hoɾɯsɯtogaeɾɯ
ホルター・トップ	hoɾɯtaː topːɯ
ホルタートップ	hoɾɯtaːtopːɯ
ホルダー	hoɾɯdaː
ホルド	hoɾɯdo
ホルマント	hoɾɯmaɴto
ホルミシス	hoɾɯmiɕisɯ
ホルム	hoɾɯmɯ
ホルムアルデヒド	hoɾɯmɯaɾɯdeçido
ホルンフェルス	hoɾɯɴɸɯeɾɯsɯ
ホロー・バック	hoɾoː bakːɯ
ホローバック	hoɾoːbakːɯ
ホログラフィ	hoɾogɯɾaɸi
ホログラフィー	hoɾogɯɾaɸiː
ホログラフィック	hoɾogɯɾaɸikːɯ
ホログラム	hoɾogɯɾamɯ
ホロス	hoɾosɯ
ホワイ	hoɰᵝai
ホワイエ	hoɰᵝaie
ホワイティング	hoɰᵝaiteiɴgɯ
ホワイト・アスパラガス	hoɰᵝaito asɯpaɾagasɯ
ホワイト・キック	hoɰᵝaito kikːɯ
ホワイト・クリスマス	hoɰᵝaito kɯɾisɯmasɯ
ホワイト・ゴールド	hoɰᵝaito goːɾɯdo
ホワイト・シャツ	hoɰᵝaito ɕatsɯ
ホワイト・シンドローム	hoɰᵝaito ɕiɴdoɾoːmɯ
ホワイト・スペース	hoɰᵝaito sɯpeːsɯ
ホワイト・スレイブリ	hoɰᵝaito sɯɾeibɯɾi
ホワイト・ソース	hoɰᵝaito soːsɯ
ホワイト・タイ	hoɰᵝaito tai
ホワイト・チョコレート	hoɰᵝaito tɕokoɾeːto
ホワイト・デー	hoɰᵝaito deː
ホワイト・デイ	hoɰᵝaito dei
ホワイト・ノイズ	hoɰᵝaito noizɯ
ホワイト・ハウス	hoɰᵝaito haɯsɯ
ホワイト・バックラッシュ	hoɰᵝaito bakːɯɾaɕːɯ
ホワイト・バランス	hoɰᵝaito baɾaɴsɯ
ホワイト・ビネガー	hoɰᵝaito binegaː
ホワイト・ブリム	hoɰᵝaito bɯɾimɯ
ホワイト・ページ	hoɰᵝaito peːdʑi
ホワイト・ペーパー	hoɰᵝaito peːpaː
ホワイト・ペッパー	hoɰᵝaito pepːaː
ホワイト・ホール	hoɰᵝaito hoːɾɯ
ホワイト・ミート	hoɰᵝaito miːto
ホワイト・メタル	hoɰᵝaito metaɾɯ
ホワイト・リカー	hoɰᵝaito ɾikaː
ホワイト・リスト	hoɰᵝaito ɾisɯto
ホワイトアスパラガス	hoɰᵝaitoasɯpaɾagasɯ
ホワイトカソリン	hoɰᵝaitokasoɾiɴ
ホワイトカラー	hoɰᵝaitokaɾaː
ホワイトキック	hoɰᵝaitokikːɯ
ホワイトクリスマス	hoɰᵝaitokɯɾisɯmasɯ
ホワイトゴールド	hoɰᵝaitogoːɾɯdo
ホワイトシンドローム	hoɰᵝaitoɕiɴdoɾoːmɯ
ホワイトストライプトピグミーゴビー	hoɰᵝaitosɯtoɾaipɯtopigɯmiːgobiː
ホワイトスペース	hoɰᵝaitosɯpeːsɯ
ホワイトスポッティド・スパインフット	hoɰᵝaitosɯpotːeido sɯpaiɴɸɯtːo
ホワイトスポッティドスパインフット	hoɰᵝaitosɯpotːeidosɯpaiɴɸɯtːo
ホワイトスポットダムゼルフィッシュ	hoɰᵝaitosɯpotːodamɯzeɾɯɸiɕːɯ
ホワイトスレイブリ	hoɰᵝaitosɯɾeibɯɾi
ホワイトソース	hoɰᵝaitosoːsɯ
ホワイトタイ	hoɰᵝaitotai
ホワイトチーク・シャーク	hoɰᵝaitotɕiːkɯ ɕaːkɯ
ホワイトチークシャーク	hoɰᵝaitotɕiːkɯɕaːkɯ
ホワイトチップ・リーフ・シャーク	hoɰᵝaitotɕipːɯ ɾiːɸɯ ɕaːkɯ
ホワイトチップリーフシャーク	hoɰᵝaitotɕipːɯɾiːɸɯɕaːkɯ
ホワイトチョコレート	hoɰᵝaitotɕokoɾeːto
ホワイトテールドサージョンフィッシュ	hoɰᵝaitoteːɾɯdosaːdʑoɴɸiɕːɯ
ホワイトテールメージャー	hoɰᵝaitoteːɾɯmeːdʑaː
ホワイトティップバタフライフィッシュ	hoɰᵝaitoteipːɯbataɸɯɾaiɸiɕːɯ
ホワイトデー	hoɰᵝaitodeː
ホワイトデイ	hoɰᵝaitodei
ホワイトニング	hoɰᵝaitoniɴgɯ
ホワイトノイズ	hoɰᵝaitonoizɯ
ホワイトハウス	hoɰᵝaitohaɯsɯ
ホワイトバーサージャンフィッシュ	hoɰᵝaitobaːsaːdʑaɴɸiɕːɯ
ホワイトバーサージョンフィッシュ	hoɰᵝaitobaːsaːdʑoɴɸiɕːɯ
ホワイトバックラッシュ	hoɰᵝaitobakːɯɾaɕːɯ
ホワイトバランス	hoɰᵝaitobaɾaɴsɯ
ホワイトビネガー	hoɰᵝaitobinegaː
ホワイトフィッシュ	hoɰᵝaitoɸiɕːɯ
ホワイトフィン・ハンマーヘッド	hoɰᵝaitoɸiɴ haɴmaːhedːo
ホワイトフィンサージャンフィッシュ	hoɰᵝaitoɸiɴsaːdʑaɴɸiɕːɯ
ホワイトフィンサージョンフィッシュ	hoɰᵝaitoɸiɴsaːdʑoɴɸiɕːɯ
ホワイトフィンハンマーヘッド	hoɰᵝaitoɸiɴhaɴmaːhedːo
ホワイトフェイスバタフライフィッシュ	hoɰᵝaitoɸɯeisɯbataɸɯɾaiɸiɕːɯ
ホワイトブリム	hoɰᵝaitobɯɾimɯ
ホワイトページ	hoɰᵝaitopeːdʑi
ホワイトペーパー	hoɰᵝaitopeːpaː
ホワイトペッパー	hoɰᵝaitopepːaː
ホワイトホール	hoɰᵝaitohoːɾɯ
ホワイトボード	hoɰᵝaitoboːdo
ホワイトボックス	hoɰᵝaitobokːɯsɯ
ホワイトミート	hoɰᵝaitomiːto
ホワイトメタル	hoɰᵝaitometaɾɯ
ホワイトリカー	hoɰᵝaitoɾikaː
ホワイトレイズサージャント	hoɰᵝaitoɾeizɯsaːdʑaɴto
ホワイトヴィネガー	hoɰᵝaitovinegaː
ホワイド	hoɰᵝaido
ホワンチュー	hoɰᵝaɴtɕɯː
ホワンチュウ	hoɰᵝaɴtɕɯɯ
ホンキートンク	hoɴkiːtoɴkɯ
ホンコン・シャツ	hoɴkoɴ ɕatsɯ
ホンコンシャツ	hoɴkoɴɕatsɯ
ホンシメジ	hoɴɕimedʑi
ホンシャクナゲ	hoɴɕakɯnage
ホンジェラス	hoɴdʑieɾasɯ
ホンジュラス	hoɴdʑɯɾasɯ
ホンソメワケベラ	hoɴsomeɰᵝakebeɾa
ホンダワラ	hoɴdaɰᵝaɾa
ホンチャン	hoɴtɕaɴ
ホンビノスガイ	hoɴbinosɯgai
ホンブルグ	hoɴbɯɾɯgɯ
ホンマ	hoɴma
ホンマグロ	hoɴmagɯɾo
ホンミミヒミズ	hoɴmimiçimizɯ
ホンモロコ	hoɴmoɾoko
ホンワカ	hoɴɰᵝaka
ホヴァークラフト	hovaːkɯɾaɸɯto
ボー・カラー	boː kaɾaː
ボー・コード	boː koːdo
ボー・レート	boː ɾeːto
ボーア	boːa
ボーイ・スカウト	boːi sɯkaɯto
ボーイ・ソプラノ	boːi sopɯɾano
ボーイ・ハント	boːi haɴto
ボーイ・ミーツ・ガール	boːi miːtsɯ gaːɾɯ
ボーイスカウト	boːisɯkaɯto
ボーイズ・ラブ	boːizɯ ɾabɯ
ボーイズラブ	boːizɯɾabɯ
ボーイソプラノ	boːisopɯɾano
ボーイハント	boːihaɴto
ボーイミーツガール	boːimiːtsɯgaːɾɯ
ボーカラー	boːkaɾaː
ボーカリーズ	boːkaɾiːzɯ
ボーカル	boːkaɾɯ
ボーカル・スコア	boːkaɾɯ sɯkoa
ボーカル・ソロ	boːkaɾɯ soɾo
ボーカル・ミュージック	boːkaɾɯ mjɯːdʑikːɯ
ボーカルスコア	boːkaɾɯsɯkoa
ボーカルソロ	boːkaɾɯsoɾo
ボーカルミュージック	boːkaɾɯmjɯːdʑikːɯ
ボーガン	boːgaɴ
ボーグ	boːgɯ
ボーゲン	boːgeɴ
ボーコード	boːkoːdo
ボーザイト	boːzaito
ボージョレ・ヌーボー	boːdʑoɾe nɯːboː
ボージョレー・ヌーヴォー	boːdʑoɾeː nɯːvoː
ボージョレーヌーヴォー	boːdʑoɾeːnɯːvoː
ボージョレヌーボー	boːdʑoɾenɯːboː
ボースン	boːsɯɴ
ボーゼン	boːzeɴ
ボーター	boːtaː
ボーダー	boːdaː
ボーダー・シャツ	boːdaː ɕatsɯ
ボーダー・プリント	boːdaː pɯɾiɴto
ボーダー・ライト	boːdaː ɾaito
ボーダー・ライン	boːdaː ɾaiɴ
ボーダーシャツ	boːdaːɕatsɯ
ボーダープリント	boːdaːpɯɾiɴto
ボーダーライト	boːdaːɾaito
ボーダーライン	boːdaːɾaiɴ
ボーダーレス	boːdaːɾesɯ
ボーテックス	boːtekːɯsɯ
ボーテル	boːteɾɯ
ボーディング	boːdeiɴgɯ
ボーディング・カード	boːdeiɴgɯ kaːdo
ボーディング・スクール	boːdeiɴgɯ sɯkɯːɾɯ
ボーディング・パス	boːdeiɴgɯ pasɯ
ボーディング・ブリッジ	boːdeiɴgɯ bɯɾidʑːi
ボーディングカード	boːdeiɴgɯkaːdo
ボーディングスクール	boːdeiɴgɯsɯkɯːɾɯ
ボーディングパス	boːdeiɴgɯpasɯ
ボーディングブリッジ	boːdeiɴgɯbɯɾidʑːi
ボート・ダイブ	boːto daibɯ
ボート・ネック	boːto nekːɯ
ボート・ネックライン	boːto nekːɯɾaiɴ
ボート・ピープル	boːto piːpɯɾɯ
ボート・マン	boːto maɴ
ボート・レース	boːto ɾeːsɯ
ボートダイブ	boːtodaibɯ
ボートデッキ	boːtodekːi
ボートネック	boːtonekːɯ
ボートネックライン	boːtonekːɯɾaiɴ
ボートハウス	boːtohaɯsɯ
ボートピープル	boːtopiːpɯɾɯ
ボートマン	boːtomaɴ
ボートレース	boːtoɾeːsɯ
ボード	boːdo
ボード・ゲーム	boːdo geːmɯ
ボード・コード	boːdo koːdo
ボード・レート	boːdo ɾeːto
ボードゲーム	boːdogeːmɯ
ボードコード	boːdokoːdo
ボードセーリング	boːdoseːɾiɴgɯ
ボードセイリング	boːdoseiɾiɴgɯ
ボードビリアン	boːdobiɾiaɴ
ボードビル	boːdobiɾɯ
ボードレート	boːdoɾeːto
ボードレベル	boːdoɾebeɾɯ
ボーナス・ステージ	boːnasɯ sɯteːdʑi
ボーナスステージ	boːnasɯsɯteːdʑi
ボーフラ	boːɸɯɾa
ボーラ	boːɾa
ボーラー・ハット	boːɾaː hatːo
ボーラーハット	boːɾaːhatːo
ボーランド	boːɾaɴdo
ボーリング	boːɾiɴgɯ
ボーリング・マシン	boːɾiɴgɯ maɕiɴ
ボーリングマシン	boːɾiɴgɯmaɕiɴ
ボール・アンパイア	boːɾɯ aɴpaia
ボール・カウント	boːɾɯ kaɯɴto
ボール・ガール	boːɾɯ gaːɾɯ
ボール・ゲーム	boːɾɯ geːmɯ
ボール・パーソン	boːɾɯ paːsoɴ
ボール・ベアリング	boːɾɯ beaɾiɴgɯ
ボール・ペン	boːɾɯ peɴ
ボール・ボーイ	boːɾɯ boːi
ボールアンパイア	boːɾɯaɴpaia
ボールカウント	boːɾɯkaɯɴto
ボールガール	boːɾɯgaːɾɯ
ボールゲーム	boːɾɯgeːmɯ
ボールダー	boːɾɯdaː
ボールト	boːɾɯto
ボールド	boːɾɯdo
ボールベアリング	boːɾɯbeaɾiɴgɯ
ボールボーイ	boːɾɯboːi
ボールルーム	boːɾɯɾɯːmɯ
ボーレート	boːɾeːto
ボーン	boːɴ
ボーン・チャイナ	boːɴ tɕaina
ボーンチャイナ	boːɴtɕaina
ボーンヘッド	boːɴhedːo
ボア	boa
ボア・コンストリクター	boa koɴsɯtoɾikɯtaː
ボアーハウンド	boaːhaɯɴdo
ボアコンストリクター	boakoɴsɯtoɾikɯtaː
ボイエジャ	boiedʑa
ボイコット	boikotːo
ボイジャー	boidʑaː
ボイス・コーデック	boisɯ koːdekːɯ
ボイス・トレーナー	boisɯ toɾeːnaː
ボイス・トレーニング	boisɯ toɾeːniɴgɯ
ボイス・メール	boisɯ meːɾɯ
ボイス・メール・ボックス	boisɯ meːɾɯ bokːɯsɯ
ボイス・メイル	boisɯ meiɾɯ
ボイス・メッセージ	boisɯ mesːeːdʑi
ボイス・メッセージング	boisɯ mesːeːdʑiɴgɯ
ボイス・レコーダー	boisɯ ɾekoːdaː
ボイスコーデック	boisɯkoːdekːɯ
ボイストレーナー	boisɯtoɾeːnaː
ボイストレーニング	boisɯtoɾeːniɴgɯ
ボイスメール	boisɯmeːɾɯ
ボイスメールボックス	boisɯmeːɾɯbokːɯsɯ
ボイスメイル	boisɯmeiɾɯ
ボイスメッセージ	boisɯmesːeːdʑi
ボイスメッセージング	boisɯmesːeːdʑiɴgɯ
ボイスレコーダー	boisɯɾekoːdaː
ボイップ	boipːɯ
ボイド	boido
ボイヤー	boijaː
ボイヤンシーコントロール・デバイス	boijaɴɕiːkoɴtoɾoːɾɯ debaisɯ
ボイヤンシーコントロールデバイス	boijaɴɕiːkoɴtoɾoːɾɯdebaisɯ
ボイラ	boiɾa
ボイラー	boiɾaː
ボイラーマン	boiɾaːmaɴ
ボイラプレート	boiɾapɯɾeːto
ボイリング	boiɾiɴgɯ
ボイル	boiɾɯ
ボイルド	boiɾɯdo
ボイルド・エッグ	boiɾɯdo egːɯ
ボイルドエッグ	boiɾɯdoegːɯ
ボインボイン	boiɴboiɴ
ボウ・ウインドー	boɯ ɯiɴdoː
ボウイング	boɯiɴgɯ
ボウウインドー	boɯɯiɴdoː
ボウエンギョ	boɯeɴgjo
ボウカル	boɯkaɾɯ
ボウガン	boɯgaɴ
ボウズハギ	boɯzɯhagi
ボウズハゼ	boɯzɯhaze
ボウタイ	boɯtai
ボウフラ	boɯɸɯɾa
ボウブラメル	boɯbɯɾameɾɯ
ボウル・ゲーム	boɯɾɯ geːmɯ
ボウルゲーム	boɯɾɯgeːmɯ
ボカッ	bokaッ
ボカン	bokaɴ
ボガートホソオオトカゲ	bogaːtohosoootokage
ボキー	bokiː
ボキボキ	bokiboki
ボギー	bogiː
ボクサー・パンツ	bokɯsaː paɴtsɯ
ボクサー・ブリーフ	bokɯsaː bɯɾiːɸɯ
ボクサーパンツ	bokɯsaːpaɴtsɯ
ボクサーブリーフ	bokɯsaːbɯɾiːɸɯ
ボクシング・グローブ	bokɯɕiɴgɯ gɯɾoːbɯ
ボクシング・デー	bokɯɕiɴgɯ deː
ボクシングデー	bokɯɕiɴgɯdeː
ボクセル	bokɯseɾɯ
ボクハン	bokɯhaɴ
ボケ	boke
ボコ・ハラム	boko haɾamɯ
ボコーダ	bokoːda
ボコハラム	bokohaɾamɯ
ボコボコ	bokoboko
ボサノバ	bosanoba
ボジョレー・ヌーヴォー	bodʑoɾeː nɯːvoː
ボジョレーヌーヴォー	bodʑoɾeːnɯːvoː
ボス	bosɯ
ボストン・バッグ	bosɯtoɴ bagːɯ
ボストンバッグ	bosɯtoɴbagːɯ
ボスニア	bosɯnia
ボスニア・ヘルツェゴビナ	bosɯnia heɾɯtsɯegobina
ボスニアヘルツェゴビナ	bosɯniaheɾɯtsɯegobina
ボソリ	bosoɾi
ボタニカルアート	botanikaɾɯaːto
ボタン・バー	botaɴ baː
ボタンダウン	botaɴdaɯɴ
ボタンバー	botaɴbaː
ボタンホール	botaɴhoːɾɯ
ボタンボウフウ	botaɴboɯɸɯɯ
ボタンロック	botaɴɾokːɯ
ボチボチ	botɕibotɕi
ボック・ビール	bokːɯ biːɾɯ
ボックス・カーフ	bokːɯsɯ kaːɸɯ
ボックス・カメラ	bokːɯsɯ kameɾa
ボックス・コート	bokːɯsɯ koːto
ボックス・シート	bokːɯsɯ ɕiːto
ボックス・ストア	bokːɯsɯ sɯtoa
ボックス・スパナ	bokːɯsɯ sɯpana
ボックス・セット	bokːɯsɯ setːo
ボックス・プリーツ	bokːɯsɯ pɯɾiːtsɯ
ボックス・モデル	bokːɯsɯ modeɾɯ
ボックス・レンチ	bokːɯsɯ ɾeɴtɕi
ボックスカーフ	bokːɯsɯkaːɸɯ
ボックスカメラ	bokːɯsɯkameɾa
ボックスカルバート	bokːɯsɯkaɾɯbaːto
ボックスコート	bokːɯsɯkoːto
ボックスシート	bokːɯsɯɕiːto
ボックスストア	bokːɯsɯsɯtoa
ボックススパナ	bokːɯsɯsɯpana
ボックスセット	bokːɯsɯsetːo
ボックスプリーツ	bokːɯsɯpɯɾiːtsɯ
ボックスモデル	bokːɯsɯmodeɾɯ
ボックスレンチ	bokːɯsɯɾeɴtɕi
ボックビール	bokːɯbiːɾɯ
ボッコボコ	bokːoboko
ボット	botːo
ボッブ	bobːɯ
ボップスアンドジェイ	bopːɯsɯaɴdodʑiei
ボツネーム	botsɯneːmɯ
ボツリヌス	botsɯɾinɯsɯ
ボデー	bodeː
ボディ	bodei
ボディ・アート	bodei aːto
ボディ・スラム	bodei sɯɾamɯ
ボディ・チェック	bodei tɕekːɯ
ボディ・ピアス	bodei piasɯ
ボディ・ブロー	bodei bɯɾoː
ボディ・ペインティング	bodei peiɴteiɴgɯ
ボディ・ボード	bodei boːdo
ボディ・ランゲージ	bodei ɾaɴgeːdʑi
ボディー・アート	bodeiː aːto
ボディー・アーマー	bodeiː aːmaː
ボディー・コンシャス	bodeiː koɴɕasɯ
ボディー・シザーズ	bodeiː ɕizaːzɯ
ボディー・シャンプー	bodeiː ɕaɴpɯː
ボディー・スカルプチャー	bodeiː sɯkaɾɯpɯtɕaː
ボディー・スラム	bodeiː sɯɾamɯ
ボディー・チェック	bodeiː tɕekːɯ
ボディー・トーク	bodeiː toːkɯ
ボディー・トリートメント	bodeiː toɾiːtomeɴto
ボディー・ピアス	bodeiː piasɯ
ボディー・ブロー	bodeiː bɯɾoː
ボディー・ペインティング	bodeiː peiɴteiɴgɯ
ボディー・ボード	bodeiː boːdo
ボディー・ライン	bodeiː ɾaiɴ
ボディー・ランゲージ	bodeiː ɾaɴgeːdʑi
ボディーアート	bodeiːaːto
ボディーアーマー	bodeiːaːmaː
ボディーウエーブ	bodeiːɯeːbɯ
ボディーシザーズ	bodeiːɕizaːzɯ
ボディーシャンプー	bodeiːɕaɴpɯː
ボディースーツ	bodeiːsɯːtsɯ
ボディースカルプチャー	bodeiːsɯkaɾɯpɯtɕaː
ボディースラム	bodeiːsɯɾamɯ
ボディーチェック	bodeiːtɕekːɯ
ボディートーク	bodeiːtoːkɯ
ボディートリートメント	bodeiːtoɾiːtomeɴto
ボディービル	bodeiːbiɾɯ
ボディーピアス	bodeiːpiasɯ
ボディーブロー	bodeiːbɯɾoː
ボディーペインティング	bodeiːpeiɴteiɴgɯ
ボディーボード	bodeiːboːdo
ボディーライン	bodeiːɾaiɴ
ボディーランゲージ	bodeiːɾaɴgeːdʑi
ボディアート	bodeiaːto
ボディアヌスヴルピヌス	bodeianɯsɯvɯɾɯpinɯsɯ
ボディガード	bodeigaːdo
ボディスラム	bodeisɯɾamɯ
ボディチェック	bodeitɕekːɯ
ボディビルダー	bodeibiɾɯdaː
ボディピアス	bodeipiasɯ
ボディブロー	bodeibɯɾoː
ボディペインティング	bodeipeiɴteiɴgɯ
ボディボード	bodeiboːdo
ボディランゲージ	bodeiɾaɴgeːdʑi
ボトカ	botoka
ボトックス	botokːɯsɯ
ボトム	botomɯ
ボトム・アウト	botomɯ aɯto
ボトム・クォーク	botomɯ kɯoːkɯ
ボトム・クオーク	botomɯ kɯoːkɯ
ボトムアウト	botomɯaɯto
ボトムアップ	botomɯapːɯ
ボトムクォーク	botomɯkɯoːkɯ
ボトムクオーク	botomɯkɯoːkɯ
ボトムス	botomɯsɯ
ボトムライン	botomɯɾaiɴ
ボトムレス	botomɯɾesɯ
ボトラー	botoɾaː
ボトリチス	botoɾitɕisɯ
ボトル・キープ	botoɾɯ kiːpɯ
ボトル・グリーン	botoɾɯ gɯɾiːɴ
ボトル・シップ	botoɾɯ ɕipːɯ
ボトルグリーン	botoɾɯgɯɾiːɴ
ボトルシップ	botoɾɯɕipːɯ
ボトルネック	botoɾɯnekːɯ
ボナ・セーラ	bona seːɾa
ボナス	bonasɯ
ボナセーラ	bonaseːɾa
ボナパルティズム	bonapaɾɯteizɯmɯ
ボナン	bonaɴ
ボナンザグラム	bonaɴzagɯɾamɯ
ボバリスム	bobaɾisɯmɯ
ボバリズム	bobaɾizɯmɯ
ボビン	bobiɴ
ボビン・レース	bobiɴ ɾeːsɯ
ボビンレース	bobiɴɾeːsɯ
ボブスレー	bobɯsɯɾeː
ボヘミアン	bohemiaɴ
ボヘミアン・グラス	bohemiaɴ gɯɾasɯ
ボヘミアングラス	bohemiaɴgɯɾasɯ
ボボ	bobo
ボヤボヤ	bojaboja
ボラ	boɾa
ボラード	boɾaːdo
ボラティリティ	boɾateiɾitei
ボラン	boɾaɴ
ボランタリー・チェーン	boɾaɴtaɾiː tɕeːɴ
ボランタリーチェーン	boɾaɴtaɾiːtɕeːɴ
ボランタリズム	boɾaɴtaɾizɯmɯ
ボランチ	boɾaɴtɕi
ボランテァ	boɾaɴtea
ボランティア	boɾaɴteia
ボリシェビキ	boɾiɕiebiki
ボリシェビズム	boɾiɕiebizɯmɯ
ボリシェヴィズム	boɾiɕievizɯmɯ
ボリジ	boɾidʑi
ボリビアリスザル	boɾibiaɾisɯzaɾɯ
ボリューム・コントロール	boɾjɯːmɯ koɴtoɾoːɾɯ
ボリューム・サラダ	boɾjɯːmɯ saɾada
ボリューム・セット	boɾjɯːmɯ setːo
ボリューム・ゾーン	boɾjɯːmɯ zoːɴ
ボリューム・ディスカウント	boɾjɯːmɯ deisɯkaɯɴto
ボリューム・マネージャ	boɾjɯːmɯ maneːdʑa
ボリューム・ラベル	boɾjɯːmɯ ɾabeɾɯ
ボリューム・レンダリング	boɾjɯːmɯ ɾeɴdaɾiɴgɯ
ボリュームコントロール	boɾjɯːmɯkoɴtoɾoːɾɯ
ボリュームサラダ	boɾjɯːmɯsaɾada
ボリュームセット	boɾjɯːmɯsetːo
ボリュームゾーン	boɾjɯːmɯzoːɴ
ボリュームディスカウント	boɾjɯːmɯdeisɯkaɯɴto
ボリュームマネージャ	boɾjɯːmɯmaneːdʑa
ボリュームラベル	boɾjɯːmɯɾabeɾɯ
ボリュームレンダリング	boɾjɯːmɯɾeɴdaɾiɴgɯ
ボルシェヴィキ	boɾɯɕieviki
ボルタメーター	boɾɯtameːtaː
ボルタンメトリー	boɾɯtaɴmetoɾiː
ボルダー	boɾɯdaː
ボルテイジ	boɾɯteidʑi
ボルテックス	boɾɯtekːɯsɯ
ボルトアンペア	boɾɯtoaɴpea
ボルトメーター	boɾɯtomeːtaː
ボルネオメジロザメ	boɾɯneomedʑiɾozame
ボルネオヤマネコ	boɾɯneojamaneko
ボルボックス	boɾɯbokːɯsɯ
ボレー	boɾeː
ボレー・キック	boɾeː kikːɯ
ボレー・シュート	boɾeː ɕɯːto
ボレーキック	boɾeːkikːɯ
ボレーシュート	boɾeːɕɯːto
ボレロ	boɾeɾo
ボローニャ・ソーセージ	boɾoːnja soːseːdʑi
ボローニャソーセージ	boɾoːnjasoːseːdʑi
ボロウチワフナクイムシ	boɾoɯtɕiɰᵝaɸɯnakɯimɯɕi
ボロカス	boɾokasɯ
ボロクソ	boɾokɯso
ボロネーゼ	boɾoneːze
ボロボロ	boɾoboɾo
ボロメーター	boɾomeːtaː
ボロン	boɾoɴ
ボン	boɴ
ボン・キュッ・ボン	boɴ kjɯッ boɴ
ボン・ジョルノ	boɴ dʑoɾɯno
ボン・ナペティ	boɴ napetei
ボン・ボワイヤージュ	boɴ boɰᵝaijaːdʑɯ
ボンキュッボン	boɴkjɯbːoɴ
ボンゴ	boɴgo
ボンゴレ	boɴgoɾe
ボンジュール	boɴdʑɯːɾɯ
ボンジョルノ	boɴdʑoɾɯno
ボンソワール	boɴsoɰᵝaːɾɯ
ボンタイル	boɴtaiɾɯ
ボンタン	boɴtaɴ
ボンテボック	boɴtebokːɯ
ボンデージ	boɴdeːdʑi
ボンディング	boɴdeiɴgɯ
ボンド	boɴdo
ボンド・ガール	boɴdo gaːɾɯ
ボンドガール	boɴdogaːɾɯ
ボンナペティ	boɴnapetei
