ㄱㅏ	ka̠
ㅊㅚㄱㅗㄱㅏㄱㅕㅇㅁㅐㅇㅣㄴ	t͡ɕʰø̞ɡo̞ɡa̠ɡjʌ̹ŋmɛ̝in
ㅊㅚㄱㅗㄱㅗㅇㅈㅓㅇㄱㅏㄱㅕㄱ	t͡ɕʰø̞ɡo̞ɡo̞ŋd͡ʑʌ̹ŋɡa̠ɡjʌ̹k̚
ㅊㅚㄱㅗㄱㅡㅂ	t͡ɕʰø̞ɡo̞ɡɯp̚
ㅊㅚㄱㅗㄷㅗ	t͡ɕʰø̞ɡo̞do̞
ㅊㅚㄱㅗㅂㅓㅂㅇㅝㄴ	t͡ɕʰø̞ɡo̞bʌ̹bwʌ̹n
ㅊㅚㄱㅗㅂㅗㅇ	t͡ɕʰø̞ɡo̞bo̞ŋ
ㅊㅚㄱㅗㅈㅐㅁㅜㅊㅐㄱㅇㅣㅁㅈㅏ	t͡ɕʰø̞ɡo̞d͡ʑɛ̝mut͡ɕʰɛ̝ɡimd͡ʑa̠
ㅊㅚㄱㅗㅈㅐㅍㅏㄴㅅㅗ	t͡ɕʰø̞ɡo̞d͡ʑɛ̝pʰa̠nsʰo̞
ㅊㅚㄱㅗㅈㅗ	t͡ɕʰø̞ɡo̞d͡ʑo̞
ㅊㅚㄱㅗㅎㅕㅇ	t͡ɕʰø̞ɡo̞ʝjʌ̹ŋ
ㅊㅚㄱㅡㄴ	t͡ɕʰø̞ɡɯn
ㅊㅚㄷㅏ	t͡ɕʰø̞da̠
ㅊㅚㄷㅏㄴ	t͡ɕʰø̞da̠n
ㅊㅚㄷㅐ	t͡ɕʰø̞dɛ̝
ㅊㅚㄷㅐㄹㅑㅇ	t͡ɕʰø̞dɛ̝ɾja̠ŋ
ㅊㅚㄷㅐㅅㅗㄱㄹㅕㄱ	t͡ɕʰø̞dɛ̝sʰo̞ŋɲjʌ̹k̚
ㅊㅚㄷㅐㅇㅏㅂㄹㅕㄱ	t͡ɕʰø̞dɛ̝a̠mɲjʌ̹k̚
ㅊㅚㄷㅐㅊㅣ	t͡ɕʰø̞dɛ̝t͡ɕʰi
ㅊㅚㄷㅐㅎㅏㄴ	t͡ɕʰø̞dɛ̝ɦa̠n
ㅊㅚㄷㅐㅎㅏㄴㄷㅗ	t͡ɕʰø̞dɛ̝ɦa̠ndo̞
ㅊㅚㄷㅐㅅㄱㅏㅄ	ˈt͡ɕʰø̞ːdɛ̝t̚k͈a̠p̚
ㅊㅚㄹㅜ	t͡ɕʰø̞ɾu
ㅊㅚㄹㅜㅌㅏㄴ	t͡ɕʰø̞ɾutʰa̠n
ㅊㅚㅁㅕㄴ	t͡ɕʰø̞mjʌ̹n
ㅊㅚㅁㅕㄴㅅㅜㄹ	t͡ɕʰø̞mjʌ̹nsʰuɭ
ㅊㅚㅁㅕㄴㅇㅛㅂㅓㅂ	t͡ɕʰø̞mjʌ̹ɲjobʌ̹p̚
ㅊㅚㅁㅕㄴㅈㅔ	t͡ɕʰø̞mjʌ̹nd͡ʑe̞
ㅊㅚㅂㅣㄴㄱㅜㄱ	t͡ɕʰø̞binɡuk̚
ㅊㅚㅅㅏㄴ	t͡ɕʰø̞sʰa̠n
ㅊㅚㅅㅏㄴㅈㅔ	t͡ɕʰø̞sʰa̠nd͡ʑe̞
ㅊㅚㅅㅏㅇ	t͡ɕʰø̞sʰa̠ŋ
ㅊㅚㅅㅏㅇㄱㅡㅂ	t͡ɕʰø̞sʰa̠ŋɡɯp̚
ㅊㅚㅅㅏㅇㅊㅡㅇ	t͡ɕʰø̞sʰa̠ŋt͡ɕʰɯŋ
ㅊㅚㅅㅏㅇㅍㅜㅁ	t͡ɕʰø̞sʰa̠ŋpʰum
ㅊㅚㅅㅓㄴ	t͡ɕʰø̞sʰʌ̹n
ㅊㅚㅅㅓㄴㄷㅜ	t͡ɕʰø̞sʰʌ̹ndu
ㅊㅚㅅㅓㄴㄷㅡㅇ	t͡ɕʰø̞sʰʌ̹ndɯŋ
ㅊㅚㅅㅓㄴㅂㅗㅇ	t͡ɕʰø̞sʰʌ̹nbo̞ŋ
ㅊㅚㅅㅗ	t͡ɕʰø̞sʰo̞
ㅊㅚㅅㅗㅊㅣ	t͡ɕʰø̞sʰo̞t͡ɕʰi
ㅊㅚㅅㅗㅎㅏㄴ	t͡ɕʰø̞sʰo̞ɦa̠n
ㅊㅚㅅㅗㅎㅏㄴㄷㅗ	t͡ɕʰø̞sʰo̞ɦa̠ndo̞
ㅊㅚㅅㅗㅅㄱㅏㅄ	ˈt͡ɕʰø̞ːsʰo̞t̚k͈a̠p̚
ㅊㅚㅅㅣㄴ	t͡ɕʰø̞ɕʰin
ㅊㅚㅅㅣㄴㅅㅣㄱ	t͡ɕʰø̞ɕʰinɕʰik̚
ㅊㅚㅅㅣㄴㅇㅖ	t͡ɕʰø̞ɕʰiɲje̞
ㅊㅚㅅㅣㄴㅎㅕㅇ	t͡ɕʰø̞ɕʰinʝjʌ̹ŋ
ㅊㅚㅇㅏㄱ	t͡ɕʰø̞a̠k̚
ㅊㅚㅇㅡㅁㅈㅔ	t͡ɕʰø̞ɯmd͡ʑe̞
ㅊㅚㅈㅏㅇ	t͡ɕʰø̞d͡ʑa̠ŋ
ㅊㅚㅈㅓ	t͡ɕʰø̞d͡ʑʌ̹
ㅊㅚㅈㅓㄱㅏ	t͡ɕʰø̞d͡ʑʌ̹ɡa̠
ㅊㅚㅈㅓㄱㅕㅇㅁㅐㄱㅏㄱㅕㄱ	t͡ɕʰø̞d͡ʑʌ̹ɡjʌ̹ŋmɛ̝ɡa̠ɡjʌ̹k̚
ㅊㅚㅈㅓㄱㅗㅇㅈㅓㅇㄱㅏㄱㅕㄱ	t͡ɕʰø̞d͡ʑʌ̹ɡo̞ŋd͡ʑʌ̹ŋɡa̠ɡjʌ̹k̚
ㅊㅚㅈㅓㅇㅣㅁㄱㅡㅁ	t͡ɕʰø̞d͡ʑʌ̹imɡɯm
ㅊㅚㅈㅓㅎㅏㄴ	t͡ɕʰø̞d͡ʑʌ̹ɦa̠n
ㅊㅚㅈㅓㅎㅏㄴㄷㅗ	t͡ɕʰø̞d͡ʑʌ̹ɦa̠ndo̞
ㅊㅚㅈㅓㄱ	t͡ɕʰø̞d͡ʑʌ̹k̚
ㅊㅚㅈㅓㄴㅅㅓㄴ	t͡ɕʰø̞d͡ʑʌ̹nsʰʌ̹n
ㅊㅚㅈㅗㅇ	t͡ɕʰø̞d͡ʑo̞ŋ
ㅊㅚㅈㅗㅇㅅㅣㅁ	t͡ɕʰø̞d͡ʑo̞ŋɕʰim
ㅊㅚㅈㅗㅇㅎㅚ	t͡ɕʰø̞d͡ʑo̞ŋɦø̞
ㅊㅚㅊㅓㅁㄷㅏㄴ	t͡ɕʰø̞t͡ɕʰʌ̹mda̠n
ㅊㅚㅊㅗ	t͡ɕʰø̞t͡ɕʰo̞
ㅊㅚㅊㅗㄱ	t͡ɕʰø̞t͡ɕʰo̞k̚
ㅊㅚㅊㅗㄱㅈㅏㅇ	t͡ɕʰø̞t͡ɕʰo̞k̚t͡ɕ͈a̠ŋ
ㅊㅚㅍㅏㄴㄱㅘㄴ	t͡ɕʰø̞pʰa̠nɡwa̠n
ㅊㅚㅎㅏ	t͡ɕʰø̞ɦa̠
ㅊㅚㅎㅏㄱㅡㅂ	t͡ɕʰø̞ɦa̠ɡɯp̚
ㅊㅚㅎㅏㄷㅡㅇ	t͡ɕʰø̞ɦa̠dɯŋ
ㅊㅚㅎㅏㅊㅡㅇ	t͡ɕʰø̞ɦa̠t͡ɕʰɯŋ
ㅊㅚㅎㅏㅍㅜㅁ	t͡ɕʰø̞ɦa̠pʰum
ㅊㅚㅎㅜ	t͡ɕʰø̞βu
ㅊㅚㅎㅜㅂㅏㄹㅇㅏㄱ	t͡ɕʰø̞βuba̠ɾa̠k̚
ㅊㅚㅎㅜㅅㅜㄷㅏㄴ	t͡ɕʰø̞βusʰuda̠n
ㅊㅚㅎㅜㅇㅣㄹㄱㅏㄱ	t͡ɕʰø̞βuiɭɡa̠k̚
ㅊㅚㅎㅜㅌㅗㅇㅊㅓㅂ	t͡ɕʰø̞βutʰo̞ŋt͡ɕʰʌ̹p̚
ㅊㅜ	t͡ɕʰu
ㅊㅜㄱㅏ	t͡ɕʰuɡa̠
ㅊㅜㄱㅏㄷㅚㄷㅏ	t͡ɕʰuɡa̠dø̞da̠
ㅊㅜㄱㅏㅅㅣㅎㅓㅁ	t͡ɕʰuɡa̠ɕʰiɦʌ̹m
ㅊㅜㄱㅏㅇㅖㅅㅏㄴ	t͡ɕʰuɡa̠je̞sʰa̠n
ㅊㅜㄱㅏㅇㅣㅂㅊㅏㄹ	t͡ɕʰuɡa̠ip̚t͡ɕʰa̠ɭ
ㅊㅜㄱㅏㅈㅗㅇㅑㄱ	t͡ɕʰuɡa̠d͡ʑo̞ja̠k̚
ㅊㅜㄱㅏㅍㅏㄴㄱㅕㄹ	t͡ɕʰuɡa̠pʰa̠nɡjʌ̹ɭ
ㅊㅜㄱㅏㅎㅏㄷㅏ	t͡ɕʰuɡa̠ɦa̠da̠
ㅊㅜㄱㅏㄴㅇㅕㄴㄱㅗㄹ	t͡ɕʰuɡa̠ɲjʌ̹nɡo̞ɭ
ㅊㅜㄱㅕㄱ	t͡ɕʰuɡjʌ̹k̚
ㅊㅜㄱㅕㅇ	t͡ɕʰuɡjʌ̹ŋ
ㅊㅜㄱㅕㅇㅇㅖㅅㅏㄴ	t͡ɕʰuɡjʌ̹ŋje̞sʰa̠n
ㅊㅜㄱㅖ	t͡ɕʰuɡje̞
ㅊㅜㄱㅖㅇㅣㄴㄱㅜ	t͡ɕʰuɡje̞inɡu
ㅊㅜㄱㅗ	t͡ɕʰuɡo̞
ㅊㅜㄱㅗㅁㅏㅂㅣ	t͡ɕʰuɡo̞ma̠bi
ㅊㅜㄱㅜ	t͡ɕʰuɡu
ㅊㅜㄱㅜㄱ	t͡ɕʰuɡuk̚
ㅊㅜㄱㅜㅇ	t͡ɕʰuɡuŋ
ㅊㅜㄱㅡㄴ	t͡ɕʰuɡɯn
ㅊㅜㄱㅡㄴㄱㅓㄹㅣㄷㅏ	t͡ɕʰuɡɯnɡʌ̹ɾida̠
ㅊㅜㄱㅡㄴㄷㅐㄷㅏ	t͡ɕʰuɡɯndɛ̝da̠
ㅊㅜㄱㅡㄴㅊㅜㄱㅡㄴ	t͡ɕʰuɡɯnt͡ɕʰuɡɯn
ㅊㅜㄱㅡㄴㅊㅜㄱㅡㄴㅎㅏㄷㅏ	t͡ɕʰuɡɯnt͡ɕʰuɡɯnɦa̠da̠
ㅊㅜㄱㅡㄴㅊㅜㄱㅡㄴㅎㅣ	t͡ɕʰuɡɯnt͡ɕʰuɡɯnʝi
ㅊㅜㄱㅡㄴㅎㅏㄷㅏ	t͡ɕʰuɡɯnɦa̠da̠
ㅊㅜㄱㅡㄴㅎㅣ	t͡ɕʰuɡɯnʝi
ㅊㅜㄱㅣ	t͡ɕʰuɡi
ㅊㅜㄱㅣㄱㅕㅇ	t͡ɕʰuɡiɡjʌ̹ŋ
ㅊㅜㄴㅏㅁ	t͡ɕʰuna̠m
ㅊㅜㄴㅏㅂ	t͡ɕʰuna̠p̚
ㅊㅜㄴㅕ	t͡ɕʰuɲjʌ̹
ㅊㅜㄴㅕㅁ	t͡ɕʰuɲjʌ̹m
ㅊㅜㄴㅕㅁㅅㅏ	t͡ɕʰuɲjʌ̹msʰa̠
ㅊㅜㄴㅕㅁㅅㅣㄱ	t͡ɕʰuɲjʌ̹mɕʰik̚
ㅊㅜㄷㅏ	t͡ɕʰuda̠
ㅊㅜㄷㅐ	t͡ɕʰudɛ̝
ㅊㅜㄷㅗ	t͡ɕʰudo̞
ㅊㅜㄷㅗㅅㅏ	t͡ɕʰudo̞sʰa̠
ㅊㅜㄷㅗㅅㅣㄱ	t͡ɕʰudo̞ɕʰik̚
ㅊㅜㄷㅗㄹ	t͡ɕʰudo̞ɭ
ㅊㅜㄷㅡㄹㅊㅜㄷㅡㄹ	t͡ɕʰudɯɭt͡ɕʰudɯɭ
ㅊㅜㄷㅡㄹㅊㅜㄷㅡㄹㅎㅏㄷㅏ	t͡ɕʰudɯɭt͡ɕʰudɯɾɦa̠da̠
ㅊㅜㄷㅡㄹㅊㅜㄷㅡㄹㅎㅣ	t͡ɕʰudɯɭt͡ɕʰudɯɾʝi
ㅊㅜㄹㅏㄱ	t͡ɕʰuɾa̠k̚
ㅊㅜㄹㅔ	t͡ɕʰuɾe̞
ㅊㅜㄹㅕㅁ	t͡ɕʰuɾjʌ̹m
ㅊㅜㄹㅗ	t͡ɕʰuɾo̞
ㅊㅜㄹㅗㅅㅜ	t͡ɕʰuɾo̞sʰu
ㅊㅜㄹㅗㅎㅏㄱ	t͡ɕʰuɾo̞ɦa̠k̚
ㅊㅜㄹㅗㄴ	t͡ɕʰuɾo̞n
ㅊㅜㄹㅗㄴㅅㅣㄱ	t͡ɕʰuɾo̞nɕʰik̚
ㅊㅜㄹㅡㅁㅊㅜㄹㅡㅁ	t͡ɕʰuɾɯmt͡ɕʰuɾɯm
ㅊㅜㄹㅡㅁㅊㅜㄹㅡㅁㅎㅏㄷㅏ	t͡ɕʰuɾɯmt͡ɕʰuɾɯmɦa̠da̠
ㅊㅜㄹㅣ	t͡ɕʰuɾi
ㅊㅜㄹㅣㄹㅕㄱ	t͡ɕʰuɾiɾjʌ̹k̚
ㅊㅜㄹㅣㅅㅗㅅㅓㄹ	t͡ɕʰuɾisʰo̞sʰʌ̹ɭ
ㅊㅜㄹㅣㅅㅣㄱ	t͡ɕʰuɾiɕʰik̚
ㅊㅜㅁㅗ	t͡ɕʰumo̞
ㅊㅜㅁㅗㄱㅐㄱ	t͡ɕʰumo̞ɡɛ̝k̚
ㅊㅜㅁㅗㅅㅣㄱ	t͡ɕʰumo̞ɕʰik̚
ㅊㅜㅁㅗㅎㅚ	t͡ɕʰumo̞ɦø̞
ㅊㅜㅁㅜㄴ	t͡ɕʰumun
ㅊㅜㅁㅜㄹ	t͡ɕʰumuɭ
ㅊㅜㅁㅣㄹ	t͡ɕʰumiɭ
ㅊㅜㅁㅣㄹㅇㅝㄴ	t͡ɕʰumiɾwʌ̹n
ㅊㅜㅂㅏㅅㅠㅇㅓ	t͡ɕʰuba̠ɕʰjuʌ̹
ㅊㅜㅂㅏㅇ	t͡ɕʰuba̠ŋ
ㅊㅜㅂㅏㅇㅎㅏㄷㅏ	t͡ɕʰuba̠ŋɦa̠da̠
ㅊㅜㅂㅗㅇ	t͡ɕʰubo̞ŋ
ㅊㅜㅂㅜㄴ	t͡ɕʰubun
ㅊㅜㅂㅜㄴㅈㅓㅁ	t͡ɕʰubund͡ʑʌ̹m
ㅊㅜㅅㅏㅇㅣㅁㅏㅇ	t͡ɕʰusʰa̠ima̠ŋ
ㅊㅜㅅㅏㅊㅔ	t͡ɕʰusʰa̠t͡ɕʰe̞
ㅊㅜㅅㅏㄴ	t͡ɕʰusʰa̠n
ㅊㅜㅅㅏㅁㅅㅏㄱ	t͡ɕʰusʰa̠msʰa̠k̚
ㅊㅜㅅㅏㅇ	t͡ɕʰusʰa̠ŋ
ㅊㅜㅅㅏㅇㄱㅐㄴㅕㅁ	t͡ɕʰusʰa̠ŋɡɛ̝ɲjʌ̹m
ㅊㅜㅅㅏㅇㅁㅕㅇㅅㅏ	t͡ɕʰusʰa̠ŋmjʌ̹ŋsʰa̠
ㅊㅜㅅㅏㅇㅁㅣ	t͡ɕʰusʰa̠ŋmi
ㅊㅜㅅㅏㅇㅁㅣㅅㅜㄹ	t͡ɕʰusʰa̠ŋmisʰuɭ
ㅊㅜㅅㅏㅇㅅㅓㅇ	t͡ɕʰusʰa̠ŋsʰʌ̹ŋ
ㅊㅜㅅㅏㅇㅇㅖㅅㅜㄹ	t͡ɕʰusʰa̠ŋje̞sʰuɭ
ㅊㅜㅅㅏㅇㅈㅓㄱ	t͡ɕʰusʰa̠ŋd͡ʑʌ̹k̚
ㅊㅜㅅㅏㅇㅈㅜㅇㅢ	t͡ɕʰusʰa̠ŋd͡ʑuɰi
ㅊㅜㅅㅏㅇㅎㅘ	t͡ɕʰusʰa̠ŋβwa̠
ㅊㅜㅅㅐㄱ	t͡ɕʰusʰɛ̝k̚
ㅊㅜㅅㅓㄱ	t͡ɕʰusʰʌ̹k̚
ㅊㅜㅅㅓㄱㄱㅓㄹㅣㄷㅏ	t͡ɕʰusʰʌ̹k̚k͈ʌ̹ɾida̠
ㅊㅜㅅㅓㄱㄷㅐㄷㅏ	t͡ɕʰusʰʌ̹k̚t͈ɛ̝da̠
ㅊㅜㅅㅓㄱㅊㅜㅅㅓㄱ	t͡ɕʰusʰʌ̹k̚t͡ɕʰusʰʌ̹k̚
ㅊㅜㅅㅓㄱㅊㅜㅅㅓㄱㅎㅏㄷㅏ	t͡ɕʰusʰʌ̹k̚t͡ɕʰusʰʌ̹kʰa̠da̠
ㅊㅜㅅㅔ	t͡ɕʰusʰe̞
ㅊㅜㅅㅜ	t͡ɕʰusʰu
ㅊㅜㅅㅜㄱㅣ	t͡ɕʰusʰuɡi
ㅊㅜㅅㅣㄴ	t͡ɕʰuɕʰin
ㅊㅜㅅㅣㅁ	t͡ɕʰuɕʰim
ㅊㅜㅆㅓㄱ	t͡ɕʰus͈ʌ̹k̚
ㅊㅜㅆㅓㄱㄱㅓㄹㅣㄷㅏ	t͡ɕʰus͈ʌ̹k̚k͈ʌ̹ɾida̠
ㅊㅜㅆㅓㄱㄷㅐㄷㅏ	t͡ɕʰus͈ʌ̹k̚t͈ɛ̝da̠
ㅊㅜㅆㅓㄱㅇㅣㄷㅏ	t͡ɕʰus͈ʌ̹ɡida̠
ㅊㅜㅆㅓㄱㅊㅜㅆㅓㄱ	t͡ɕʰus͈ʌ̹k̚t͡ɕʰus͈ʌ̹k̚
ㅊㅜㅆㅓㄱㅊㅜㅆㅓㄱㅎㅏㄷㅏ	t͡ɕʰus͈ʌ̹k̚t͡ɕʰus͈ʌ̹kʰa̠da̠
ㅊㅜㅇㅏㄱ	t͡ɕʰua̠k̚
ㅊㅜㅇㅏㄱㅎㅏㄷㅏ	t͡ɕʰua̠kʰa̠da̠
ㅊㅜㅇㅏㅇ	t͡ɕʰua̠ŋ
ㅊㅜㅇㅓ	t͡ɕʰuʌ̹
ㅊㅜㅇㅓㅌㅏㅇ	t͡ɕʰuʌ̹tʰa̠ŋ
ㅊㅜㅇㅓㄱ	t͡ɕʰuʌ̹k̚
ㅊㅜㅇㅓㄱㅎㅏㄷㅏ	t͡ɕʰuʌ̹kʰa̠da̠
ㅊㅜㅇㅕㄴ	t͡ɕʰujʌ̹n
ㅊㅜㅇㅜㄴ	t͡ɕʰuun
ㅊㅜㅇㅜㅁ	t͡ɕʰuum
ㅊㅜㅇㅝㅈㅣㄷㅏ	t͡ɕʰuwʌ̹d͡ʑida̠
ㅊㅜㅇㅝㄹ	t͡ɕʰuwʌ̹ɭ
ㅊㅜㅇㅟ	t͡ɕʰuɥi
ㅊㅜㅇㅣ	t͡ɕʰui
ㅊㅜㅇㅣㄹ	t͡ɕʰuiɭ
ㅊㅜㅈㅏㅂ	t͡ɕʰud͡ʑa̠p̚
ㅊㅜㅈㅏㅇ	t͡ɕʰud͡ʑa̠ŋ
ㅊㅜㅈㅓㄱ	t͡ɕʰud͡ʑʌ̹k̚
ㅊㅜㅈㅓㄱㄱㅓㄹㅣㄷㅏ	t͡ɕʰud͡ʑʌ̹k̚k͈ʌ̹ɾida̠
ㅊㅜㅈㅓㄱㄷㅐㄷㅏ	t͡ɕʰud͡ʑʌ̹k̚t͈ɛ̝da̠
ㅊㅜㅈㅓㄱㅇㅣㄷㅏ	t͡ɕʰud͡ʑʌ̹ɡida̠
ㅊㅜㅈㅓㄱㅈㅏ	t͡ɕʰud͡ʑʌ̹k̚t͡ɕ͈a̠
ㅊㅜㅈㅓㄱㅊㅜㅈㅓㄱ	t͡ɕʰud͡ʑʌ̹k̚t͡ɕʰud͡ʑʌ̹k̚
ㅊㅜㅈㅓㄱㅊㅜㅈㅓㄱㅎㅏㄷㅏ	t͡ɕʰud͡ʑʌ̹k̚t͡ɕʰud͡ʑʌ̹kʰa̠da̠
ㅊㅜㅈㅓㄹ	t͡ɕʰud͡ʑʌ̹ɭ
ㅊㅜㅈㅓㅂ	t͡ɕʰud͡ʑʌ̹p̚
ㅊㅜㅈㅓㅇ	t͡ɕʰud͡ʑʌ̹ŋ
ㅊㅜㅈㅓㅇㄷㅚㄷㅏ	t͡ɕʰud͡ʑʌ̹ŋdø̞da̠
ㅊㅜㅈㅗㅇ	t͡ɕʰud͡ʑo̞ŋ
ㅊㅜㅈㅣㄴ	t͡ɕʰud͡ʑin
ㅊㅜㅈㅣㄴㄱㅣ	t͡ɕʰud͡ʑinɡi
ㅊㅜㅈㅣㄴㄹㅕㄱ	t͡ɕʰud͡ʑiɭʎjʌ̹k̚
ㅊㅜㅈㅣㄴㅈㅔ	t͡ɕʰud͡ʑind͡ʑe̞
ㅊㅜㅈㅣㄴㅊㅜㄱ	t͡ɕʰud͡ʑint͡ɕʰuk̚
ㅊㅜㅈㅣㄴㅎㅏㄷㅏ	t͡ɕʰud͡ʑinɦa̠da̠
ㅊㅜㅈㅣㅇ	t͡ɕʰud͡ʑiŋ
ㅊㅜㅊㅓㄴ	t͡ɕʰut͡ɕʰʌ̹n
ㅊㅜㅊㅓㄴㅈㅏㄱㄱㅏ	t͡ɕʰut͡ɕʰʌ̹nd͡ʑa̠k̚k͈a̠
ㅊㅜㅊㅓㄴㅎㅏㄷㅏ	t͡ɕʰut͡ɕʰʌ̹nɦa̠da̠
ㅊㅜㅊㅓㅁ	t͡ɕʰut͡ɕʰʌ̹m
ㅊㅜㅊㅓㅁㄱㅝㄴ	t͡ɕʰut͡ɕʰʌ̹mɡwʌ̹n
ㅊㅜㅊㅓㅁㅅㅣㄱ	t͡ɕʰut͡ɕʰʌ̹mɕʰik̚
ㅊㅜㅊㅜㄱ	t͡ɕʰut͡ɕʰuk̚
ㅊㅜㅊㅜㄹ	t͡ɕʰut͡ɕʰuɭ
ㅊㅜㅊㅡㄱ	t͡ɕʰut͡ɕʰɯk̚
ㅊㅜㅋㅕㅇㅗㄹㄹㅣㄱㅣ	t͡ɕʰukçjʌ̹o̞ɭʎiɡi
ㅊㅜㅌㅏㅇ	t͡ɕʰutʰa̠ŋ
ㅊㅜㅌㅐ	t͡ɕʰutʰɛ̝
ㅊㅜㅍㅏ	t͡ɕʰupʰa̠
ㅊㅜㅍㅜㅇ	t͡ɕʰupʰuŋ
ㅊㅜㅍㅜㅇㄴㅏㄱㅇㅕㅂ	t͡ɕʰupʰuŋna̠ɡjʌ̹p̚
ㅊㅜㅎㅏㄷㅏ	t͡ɕʰuɦa̠da̠
ㅊㅜㅎㅐㅇ	t͡ɕʰuɦɛ̝ŋ
ㅊㅜㅎㅗ	t͡ɕʰuβo̞
ㅊㅜㅎㅜ	t͡ɕʰuβu
ㅊㅜㄱ	t͡ɕʰuk̚
ㅊㅜㄱㄱㅏ	t͡ɕʰuk̚k͈a̠
ㅊㅜㄱㄱㅐㄱ	t͡ɕʰuk̚k͈ɛ̝k̚
ㅊㅜㄱㄱㅕㄴ	t͡ɕʰuk̚k͈jʌ̹n
ㅊㅜㄱㄱㅕㅇ	t͡ɕʰuk̚k͈jʌ̹ŋ
ㅊㅜㄱㄱㅜ	t͡ɕʰuk̚k͈u
ㅊㅜㄱㄱㅜㄱㅗㅇ	t͡ɕʰuk̚k͈uɡo̞ŋ
ㅊㅜㄱㄱㅜㅈㅏㅇ	t͡ɕʰuk̚k͈ud͡ʑa̠ŋ
ㅊㅜㄱㄱㅜㅎㅘ	t͡ɕʰuk̚k͈uβwa̠
ㅊㅜㄱㄴㅗㅇㅈㅡㅇ	t͡ɕʰuŋno̞ŋd͡ʑɯŋ
ㅊㅜㄱㄷㅏㅂ	t͡ɕʰuk̚t͈a̠p̚
ㅊㅜㄱㄷㅐ	t͡ɕʰuk̚t͈ɛ̝
ㅊㅜㄱㄷㅗ	t͡ɕʰuk̚t͈o̞
ㅊㅜㄱㄷㅗㄱㅣ	t͡ɕʰuk̚t͈o̞ɡi
ㅊㅜㄱㄷㅗㅂㅓㅂ	t͡ɕʰuk̚t͈o̞bʌ̹p̚
ㅊㅜㄱㅁㅕㄴ	t͡ɕʰuŋmjʌ̹n
ㅊㅜㄱㅁㅜㄴ	t͡ɕʰuŋmun
ㅊㅜㄱㅂㅏㅇ	t͡ɕʰuk̚p͈a̠ŋ
ㅊㅜㄱㅂㅐ	t͡ɕʰuk̚p͈ɛ̝
ㅊㅜㄱㅂㅗㄱ	t͡ɕʰuk̚p͈o̞k̚
ㅊㅜㄱㅂㅗㄱㄱㅣㄷㅗ	t͡ɕʰuk̚p͈o̞k̚k͈ido̞
ㅊㅜㄱㅂㅗㄱㅎㅏㄷㅏ	t͡ɕʰuk̚p͈o̞kʰa̠da̠
ㅊㅜㄱㅂㅗㄴ	t͡ɕʰuk̚p͈o̞n
ㅊㅜㄱㅅㅏ	t͡ɕʰuks͈a̠
ㅊㅜㄱㅅㅏㅎㅏㄷㅏ	t͡ɕʰuks͈a̠ɦa̠da̠
ㅊㅜㄱㅅㅏㄴ	t͡ɕʰuks͈a̠n
ㅊㅜㄱㅅㅏㄴㅇㅓㅂ	t͡ɕʰuks͈a̠nʌ̹p̚
ㅊㅜㄱㅅㅏㄴㅎㅏㄱ	t͡ɕʰuks͈a̠nɦa̠k̚
ㅊㅜㄱㅅㅐㅇ	t͡ɕʰuks͈ɛ̝ŋ
ㅊㅜㄱㅅㅐㅇㄱㅖ	t͡ɕʰuks͈ɛ̝ŋɡje̞
ㅊㅜㄱㅅㅐㅇㄷㅗ	t͡ɕʰuks͈ɛ̝ŋdo̞
ㅊㅜㄱㅅㅓㅇ	t͡ɕʰuks͈ʌ̹ŋ
ㅊㅜㄱㅅㅓㅇㅅㅣㄱ	t͡ɕʰuks͈ʌ̹ŋɕʰik̚
ㅊㅜㄱㅅㅓㅇㅎㅏㄷㅏ	t͡ɕʰuks͈ʌ̹ŋɦa̠da̠
ㅊㅜㄱㅅㅗ	t͡ɕʰuks͈o̞
ㅊㅜㄱㅅㅗㄱㅠㄴㅎㅕㅇ	t͡ɕʰuks͈o̞ɡjunʝjʌ̹ŋ
ㅊㅜㄱㅅㅗㄷㅗ	t͡ɕʰuks͈o̞do̞
ㅊㅜㄱㅅㅗㄷㅚㄷㅏ	t͡ɕʰuks͈o̞dø̞da̠
ㅊㅜㄱㅅㅗㅍㅏㄴ	t͡ɕʰuks͈o̞pʰa̠n
ㅊㅜㄱㅅㅗㅎㅏㄷㅏ	t͡ɕʰuks͈o̞ɦa̠da̠
ㅊㅜㄱㅅㅗㅎㅐㅅㅓㄱ	t͡ɕʰuks͈o̞ɦɛ̝sʰʌ̹k̚
ㅊㅜㄱㅅㅙㅍㅏㄴ	t͡ɕʰuks͈wɛ̝pʰa̠n
ㅊㅜㄱㅅㅡㅇ	t͡ɕʰuks͈ɯŋ
ㅊㅜㄱㅅㅣ	t͡ɕʰukɕ͈i
ㅊㅜㄱㅇㅑㄱ	t͡ɕʰuɡja̠k̚
ㅊㅜㄱㅇㅑㄱㄷㅚㄷㅏ	t͡ɕʰuɡja̠k̚t͈ø̞da̠
ㅊㅜㄱㅇㅑㄱㅎㅏㄷㅏ	t͡ɕʰuɡja̠kʰa̠da̠
ㅊㅜㄱㅇㅕㄴ	t͡ɕʰuɡjʌ̹n
ㅊㅜㄱㅇㅝㄴ	t͡ɕʰuɡwʌ̹n
ㅊㅜㄱㅇㅝㄴㅁㅜㄴ	t͡ɕʰuɡwʌ̹nmun
